9.235400000000000276e-01,2.118000000000000091e-02,1.420000000000000082e-02,3.200000000000000262e-04,1.822000000000000008e-02,6.199999999999999999e-04,2.400000000000000061e-04,2.000000000000000164e-05,1.684000000000000080e-02,4.200000000000000174e-04,1.600000000000000131e-04,0.000000000000000000e+00,4.200000000000000174e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.119999999999999857e-02,7.200000000000000453e-04,5.000000000000000104e-04,0.000000000000000000e+00,7.200000000000000453e-04,0.000000000000000000e+00,2.000000000000000164e-05,0.000000000000000000e+00,5.199999999999999544e-04,0.000000000000000000e+00,4.000000000000000327e-05,0.000000000000000000e+00,2.000000000000000164e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.519999999999999997e-02,9.157199999999999784e-01,2.999999999999999737e-04,1.378000000000000058e-02,1.800000000000000113e-04,1.679999999999999896e-02,0.000000000000000000e+00,2.400000000000000061e-04,3.200000000000000262e-04,1.702000000000000041e-02,0.000000000000000000e+00,2.799999999999999755e-04,0.000000000000000000e+00,2.000000000000000096e-04,0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000453e-04,3.169999999999999901e-02,2.000000000000000164e-05,4.200000000000000174e-04,2.000000000000000164e-05,6.400000000000000524e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.400000000000000524e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000164e-05,0.000000000000000000e+00,0.000000000000000000e+00
8.420000000000000401e-03,2.999999999999999737e-04,9.182000000000000162e-01,2.210000000000000159e-02,1.800000000000000113e-04,0.000000000000000000e+00,1.671999999999999875e-02,4.600000000000000139e-04,1.399999999999999877e-04,2.000000000000000164e-05,1.660000000000000017e-02,4.000000000000000192e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.200000000000000262e-04,2.000000000000000164e-05,2.000000000000000096e-04,0.000000000000000000e+00,3.126000000000000306e-02,7.200000000000000453e-04,0.000000000000000000e+00,0.000000000000000000e+00,5.800000000000000034e-04,2.000000000000000164e-05,0.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000069e-04,4.000000000000000327e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000131e-04,7.939999999999999142e-03,1.583999999999999991e-02,9.111000000000000210e-01,0.000000000000000000e+00,2.400000000000000061e-04,2.400000000000000061e-04,1.723999999999999838e-02,0.000000000000000000e+00,1.399999999999999877e-04,2.200000000000000078e-04,1.616000000000000075e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.600000000000000227e-04,0.000000000000000000e+00,2.999999999999999737e-04,5.599999999999999509e-04,3.223999999999999783e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000164e-05,4.000000000000000192e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000164e-05,6.199999999999999999e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.080000000000000314e-03,8.000000000000000654e-05,6.000000000000000152e-05,0.000000000000000000e+00,9.114799999999999569e-01,2.194000000000000117e-02,1.427999999999999929e-02,4.400000000000000157e-04,1.600000000000000131e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.614000000000000157e-02,4.200000000000000174e-04,2.200000000000000078e-04,2.000000000000000164e-05,2.400000000000000061e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.300000000000000155e-02,8.000000000000000383e-04,5.400000000000000069e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.599999999999999964e-04,2.000000000000000164e-05,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000654e-05,4.660000000000000080e-03,0.000000000000000000e+00,8.000000000000000654e-05,1.454000000000000084e-02,9.045600000000000307e-01,2.400000000000000061e-04,1.422000000000000000e-02,0.000000000000000000e+00,1.000000000000000048e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999737e-04,1.595999999999999849e-02,0.000000000000000000e+00,2.999999999999999737e-04,0.000000000000000000e+00,2.799999999999999755e-04,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000104e-04,3.228000000000000314e-02,4.000000000000000327e-05,6.199999999999999999e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.599999999999999964e-04,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000152e-05,0.000000000000000000e+00,4.660000000000000080e-03,1.200000000000000030e-04,7.599999999999999985e-03,1.800000000000000113e-04,9.075400000000000134e-01,2.100000000000000130e-02,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000654e-05,0.000000000000000000e+00,1.200000000000000030e-04,0.000000000000000000e+00,1.593999999999999931e-02,4.800000000000000122e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000152e-05,0.000000000000000000e+00,3.600000000000000227e-04,0.000000000000000000e+00,3.282000000000000195e-02,8.400000000000000348e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.199999999999999544e-04,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000164e-05,2.000000000000000164e-05,5.239999999999999866e-03,1.000000000000000048e-04,7.280000000000000013e-03,1.485999999999999995e-02,8.985400000000000054e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000048e-04,0.000000000000000000e+00,1.200000000000000030e-04,1.800000000000000113e-04,1.533999999999999947e-02,0.000000000000000000e+00,2.000000000000000164e-05,0.000000000000000000e+00,1.600000000000000131e-04,0.000000000000000000e+00,4.000000000000000192e-04,5.999999999999999474e-04,3.067999999999999894e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000164e-05,7.200000000000000453e-04
8.460000000000000506e-03,2.200000000000000078e-04,6.000000000000000152e-05,0.000000000000000000e+00,1.600000000000000131e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.136600000000000277e-01,2.188000000000000014e-02,1.412000000000000061e-02,3.800000000000000209e-04,1.750000000000000167e-02,3.400000000000000244e-04,1.200000000000000030e-04,2.000000000000000164e-05,3.600000000000000227e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000164e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.286000000000000032e-02,6.800000000000000488e-04,3.600000000000000227e-04,0.000000000000000000e+00,5.800000000000000034e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000131e-04,9.140000000000000555e-03,0.000000000000000000e+00,1.000000000000000048e-04,0.000000000000000000e+00,1.800000000000000113e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.446000000000000063e-02,9.064799999999999525e-01,2.400000000000000061e-04,1.332000000000000024e-02,2.400000000000000061e-04,1.642000000000000057e-02,0.000000000000000000e+00,2.400000000000000061e-04,0.000000000000000000e+00,2.400000000000000061e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.199999999999999999e-04,3.184000000000000025e-02,0.000000000000000000e+00,5.000000000000000104e-04,0.000000000000000000e+00,5.000000000000000104e-04,0.000000000000000000e+00,4.000000000000000327e-05
